routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",010100010001,"[""100010001010""]",47,0.011474609375,True,True,"[1, 0, 1, 2]",0.25841886325433555,0.12322936529555982,0.2584188632543357,0.0012459169103305585,"{""degradation"": 0.21880812683353107, ""nominal"": 0.28690347490347495, ""surge"": 0.26954498802600063}","{""degradation"": 0.11244053113683199, ""nominal"": 0.12322936529555982, ""surge"": 0.10893773945762117}"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",100001010010,"[""10010100001""]",46,0.01123046875,True,True,"[0, 2, 1, 1]",0.27415823734814004,0.18623162678406635,0.27415823734814027,0.0020453537818467373,"{""degradation"": 0.23502434304974731, ""nominal"": 0.3031196911196912, ""surge"": 0.2843306778749817}","{""degradation"": 0.18623162678406635, ""nominal"": 0.1589825660582949, ""surge"": 0.14041763698380685}"
"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",001010010001,"[""100010010100""]",45,0.010986328125,True,True,"[2, 1, 1, 2]",0.46621100018702843,0.7127393015381478,0.46621100018702855,0.011800129224308247,"{""degradation"": 0.29355221272080395, ""nominal"": 0.551938223938224, ""surge"": 0.5531425639020575}","{""degradation"": 0.45255982390115734, ""nominal"": 0.7075728684282211, ""surge"": 0.7127393015381478}"
"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",001100001010,"[""10100001100""]",45,0.010986328125,True,True,"[2, 0, 2, 1]",0.29968645989390275,0.3664560107931546,0.299686459893903,0.0033419874501059215,"{""degradation"": 0.27463017289807123, ""nominal"": 0.31036293436293433, ""surge"": 0.3140662724207028}","{""degradation"": 0.3664560107931546, ""nominal"": 0.1749523290656495, ""surge"": 0.20372705837303043}"
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",001100010010,"[""10010001100""]",45,0.010986328125,True,True,"[2, 0, 1, 1]",0.30392318712642036,0.259295832198311,0.30392318712642075,0.003557179994869476,"{""degradation"": 0.22504369265339247, ""nominal"": 0.3486177606177606, ""surge"": 0.3381081081081081}","{""degradation"": 0.14081516722289306, ""nominal"": 0.259295832198311, ""surge"": 0.2549140189755532}"
"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",010001100010,"[""10001100010""]",44,0.0107421875,True,True,"[1, 2, 0, 1]",0.29782374734276396,0.2915748377255142,0.29782374734276407,0.003247376248571382,"{""degradation"": 0.23502434304974731, ""nominal"": 0.3031196911196912, ""surge"": 0.3553272078588534}","{""degradation"": 0.18623162678406635, ""nominal"": 0.1589825660582949, ""surge"": 0.2915748377255142}"
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",001100010001,"[""100010001100""]",43,0.010498046875,True,True,"[2, 0, 1, 2]",0.372165873159471,0.44638022280354533,0.37216587315947125,0.0070233737012378485,"{""degradation"": 0.270885088321578, ""nominal"": 0.41757528957528967, ""surge"": 0.4280372415815453}","{""degradation"": 0.3494141873180432, ""nominal"": 0.4113320621084174, ""surge"": 0.44638022280354533}"
"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",001001001100,"[""1100100100""]",42,0.01025390625,True,True,"[2, 2, 2, 0]",0.4471105586289905,0.6882553433217354,0.44711055862899063,0.010829976462658979,"{""degradation"": 0.3453482928656139, ""nominal"": 0.48125096525096533, ""surge"": 0.5147324177703925}","{""degradation"": 0.6882553433217354, ""nominal"": 0.5517229637700899, ""surge"": 0.6309610770156064}"
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",001010001010,"[""10100010100""]",42,0.01025390625,True,True,"[2, 1, 2, 1]",0.39373158692146026,0.4711931353854535,0.3937315869214607,0.00811874297317634,"{""degradation"": 0.29729729729729737, ""nominal"": 0.4447258687258688, ""surge"": 0.43917159474121487}","{""degradation"": 0.46960164737626947, ""nominal"": 0.4711931353854535, ""surge"": 0.4700861371076327}"
"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",010100001001,"[""100100001010""]",42,0.01025390625,True,True,"[1, 0, 2, 2]",0.24514054470174573,0.33808137470709426,0.24514054470174562,0.0005714823756779837,"{""degradation"": 0.26839460707821, ""nominal"": 0.24864864864864877, ""surge"": 0.21837837837837842}","{""degradation"": 0.33808137470709426, ""nominal"": 0.03888586216289861, ""surge"": 0.0}"
"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",001001100001,"[""100001100100""]",41,0.010009765625,True,True,"[2, 2, 0, 2]",0.42872045061862935,0.6144642476745011,0.4287204506186296,0.009895903079116069,"{""degradation"": 0.3291320766493977, ""nominal"": 0.4650347490347491, ""surge"": 0.49199452617174133}","{""degradation"": 0.6144642476745011, ""nominal"": 0.515969763007355, ""surge"": 0.5825503160164242}"
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",001010001001,"[""100100010100""]",40,0.009765625,True,True,"[2, 1, 2, 2]",0.4529326816344386,0.6782006674714199,0.4529326816344389,0.011125694689655696,"{""degradation"": 0.34313869296548294, ""nominal"": 0.5136833976833979, ""surge"": 0.5019759542544351}","{""degradation"": 0.6782006674714199, ""nominal"": 0.6232293652955601, ""surge"": 0.6038015620805262}"
