routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,current_objective,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",000000110101,"[""101011000000""]",3,0.000732421875,False,False,,,4.003040398483409,0.15141571253246638,{},{}
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",000000111000,"[""000111000000""]",3,0.000732421875,False,False,,,6.179429136163963,0.23528595301284339,{},{}
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",000001000000,"[""000000100000""]",3,0.000732421875,False,False,,,0.9242873389728425,0.0327715774061119,{},{}
"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",000001001010,"[""010100100000""]",3,0.000732421875,False,False,,,0.7371336188211989,0.02555934218169885,{},{}
"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",000001011101,"[""101110100000""]",3,0.000732421875,False,False,,,4.275047759031483,0.16189790367168008,{},{}
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",000001100010,"[""010001100000""]",3,0.000732421875,False,False,,,0.22559431954057418,0.005846446547276235,{},{}
"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",000001111101,"[""101111100000""]",3,0.000732421875,False,False,,,8.226914688538086,0.31418872561252426,{},{}
"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",000010011000,"[""000110010000""]",3,0.000732421875,False,False,,,2.4578946053454267,0.0918713181859695,{},{}
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]",000010111101,"[""101111010000""]",3,0.000732421875,False,False,,,7.947675675062315,0.3034278524255607,{},{}
"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",000010111111,"[""111111010000""]",3,0.000732421875,False,False,,,12.061148564459117,0.46194639025391593,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",000011000000,"[""000000110000""]",3,0.000732421875,False,False,,,2.777075110493863,0.1041713936550132,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",000011000101,"[""101000110000""]",3,0.000732421875,False,False,,,4.3631863815901175,0.16529445105387247,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",000011001001,"[""100100110000""]",3,0.000732421875,False,False,,,2.743994475138053,0.10289658424504892,{},{}
"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",000011011100,"[""001110110000""]",3,0.000732421875,False,False,,,4.380343353319892,0.16595561940122605,{},{}
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]",000011100100,"[""001001110000""]",3,0.000732421875,False,False,,,2.302949009003724,0.08590026889612454,{},{}
"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]",000011100111,"[""111001110000""]",3,0.000732421875,False,False,,,8.190094428714115,0.3127698044462268,{},{}
"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]",000011101110,"[""011101110000""]",3,0.000732421875,False,False,,,6.339140376289107,0.24144065317499852,{},{}
"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",000011111010,"[""010111110000""]",3,0.000732421875,False,False,,,8.445619111830723,0.3226168121294689,{},{}
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]",000100001110,"[""011100001000""]",3,0.000732421875,False,False,,,2.1210974990131986,0.07889236189377553,{},{}
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",000100010000,"[""000010001000""]",3,0.000732421875,False,False,,,0.2984896025715892,0.008655570125177113,{},{}
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",000100010010,"[""010010001000""]",3,0.000732421875,False,False,,,0.14735036710800528,0.0028312043742954895,{},{}
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",000100011000,"[""000110001000""]",3,0.000732421875,False,False,,,2.2255842912723356,0.08291890928490768,{},{}
