run_id,run_family,S,eta,T,rho,iteration,assignment,all_tied_optima,tie_count,objective_value,weights,regrets,clipped_regrets,pre_mixing_weights,next_weights,weight_entropy,effective_environments,effective_fraction
B5-diversity-s3-eta0p5-t5-rho0p25,B5-diversity,3,0.5,5,0.25,4,"[1,0,2,2]","[[1,0,2,2]]",1,0.24801766256613061,"[0.29986259438116636,0.2890235942338681,0.41111381138496544]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.0853464167061204,2.960465195727066,0.9868217319090219
B5-diversity-s3-eta0p5-t5-rho0p5,B5-diversity,3,0.5,5,0.5,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.3182572882876324,0.31212920080420586,0.3696135109081618]","[0.32579531081048285,0.3227312670687696,0.35147342212074756]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta0p5-t5-rho0p5,B5-diversity,3,0.5,5,0.5,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.24581966555210222,"[0.32579531081048285,0.3227312670687696,0.35147342212074756]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.31013298243471493,0.3013007493591741,0.388566268206111]","[0.3217331578840241,0.3173170413462537,0.36094980076972216]",1.097871107531011,2.997777280409375,0.9992590934697917
B5-diversity-s3-eta0p5-t5-rho0p5,B5-diversity,3,0.5,5,0.5,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.24617067580689245,"[0.3217331578840241,0.3173170413462537,0.36094980076972216]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30579063987929456,0.2957861296081499,0.39842323051255557]","[0.31956198660631396,0.31455973147074157,0.36587828192294447]",1.0969033041863514,2.9948774250020755,0.9982924750006918
B5-diversity-s3-eta0p5-t5-rho0p5,B5-diversity,3,0.5,5,0.5,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.24635145790601548,"[0.31956198660631396,0.31455973147074157,0.36587828192294447]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30348234227981996,0.2929796680924581,0.4035379896277219]","[0.31840783780657667,0.3131565007128957,0.36843566148052764]",1.0962454868290477,2.9929079904840354,0.9976359968280119
B5-diversity-s3-eta0p5-t5-rho0p5,B5-diversity,3,0.5,5,0.5,4,"[1,0,2,2]","[[1,0,2,2]]",1,0.24644443199073973,"[0.31840783780657667,0.3131565007128957,0.36843566148052764]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.0958630696049,2.991763669736113,0.9972545565787043
B5-diversity-s3-eta1-t3-rho0p1,B5-diversity,3,1.0,3,0.1,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.3051846034551652,0.2948163285556961,0.3999990679891387]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t3-rho0p1,B5-diversity,3,1.0,3,0.1,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2476228436715558,"[0.3051846034551652,0.2948163285556961,0.3999990679891387]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2704902178997136,0.2513347633545405,0.47817501874574586]","[0.2767745294430756,0.2595346203524198,0.4636908502045046]",1.088810654876025,2.970738736981305,0.9902462456604351
B5-diversity-s3-eta1-t3-rho0p1,B5-diversity,3,1.0,3,0.1,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.24994848579839507,"[0.2767745294430756,0.2595346203524198,0.4636908502045046]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.0619721843965753,2.892069062073966,0.9640230206913221
B5-diversity-s3-eta1-t3-rho0p25,B5-diversity,3,1.0,3,0.25,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.3098760584348598,0.30123582935196896,0.3888881122131711]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t3-rho0p25,B5-diversity,3,1.0,3,0.25,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2472091271765874,"[0.3098760584348598,0.30123582935196896,0.3888881122131711]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2756549314195076,0.2577486824200574,0.46659638616043503]","[0.290074531897964,0.27664484514837634,0.4332806229536596]",1.0917775265016896,2.9795656250944984,0.9931885416981662
B5-diversity-s3-eta1-t3-rho0p25,B5-diversity,3,1.0,3,0.25,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.24883007558630768,"[0.290074531897964,0.27664484514837634,0.4332806229536596]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.0768784193737977,2.9355018283817174,0.9785006094605725
B5-diversity-s3-eta1-t3-rho0p5,B5-diversity,3,1.0,3,0.5,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.31769515006768434,0.3119349973457571,0.3703698525865585]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t3-rho0p5,B5-diversity,3,1.0,3,0.5,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.24651959968497356,"[0.31769515006768434,0.3119349973457571,0.3703698525865585]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2843474328139734,0.26854366653821243,0.44710890064781417]","[0.30884038307365336,0.3009384999357729,0.3902211169905737]",1.0955522418861865,2.9908338911676804,0.9969446303892268
B5-diversity-s3-eta1-t3-rho0p5,B5-diversity,3,1.0,3,0.5,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.247244448875296,"[0.30884038307365336,0.3009384999357729,0.3902211169905737]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.0914622058336387,2.9786262545803446,0.9928754181934482
B5-diversity-s3-eta1-t5-rho0p1,B5-diversity,3,1.0,5,0.1,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.3051846034551652,0.2948163285556961,0.3999990679891387]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t5-rho0p1,B5-diversity,3,1.0,5,0.1,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2476228436715558,"[0.3051846034551652,0.2948163285556961,0.3999990679891387]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2704902178997136,0.2513347633545405,0.47817501874574586]","[0.2767745294430756,0.2595346203524198,0.4636908502045046]",1.088810654876025,2.970738736981305,0.9902462456604351
B5-diversity-s3-eta1-t5-rho0p1,B5-diversity,3,1.0,5,0.1,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.24994848579839507,"[0.2767745294430756,0.2595346203524198,0.4636908502045046]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.24029228244994102,0.21673102479261322,0.5429766927574459]","[0.24959638753828026,0.22839125564668522,0.5220123568150347]",1.0619721843965753,2.892069062073966,0.9640230206913221
B5-diversity-s3-eta1-t5-rho0p1,B5-diversity,3,1.0,5,0.1,3,"[0,1,1,2]","[[0,1,1,2],[1,0,1,2]]",2,0.2473923351552706,"[0.24959638753828026,0.22839125564668522,0.5220123568150347]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]","[0.2518231339616681,0.22715904122704708,0.5210178248112849]","[0.25997415389883466,0.2377764704376757,0.5022493756634898]",1.0230230470576969,2.781590946869673,0.927196982289891
B5-diversity-s3-eta1-t5-rho0p1,B5-diversity,3,1.0,5,0.1,4,"[0,1,1,2]","[[0,1,1,2],[1,0,1,2]]",2,0.2485751891078931,"[0.25997415389883466,0.2377764704376757,0.5022493756634898]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]",,,1.0376563749595586,2.8225941542935993,0.9408647180978664
B5-diversity-s3-eta1-t5-rho0p25,B5-diversity,3,1.0,5,0.25,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.3098760584348598,0.30123582935196896,0.3888881122131711]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t5-rho0p25,B5-diversity,3,1.0,5,0.25,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2472091271765874,"[0.3098760584348598,0.30123582935196896,0.3888881122131711]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2756549314195076,0.2577486824200574,0.46659638616043503]","[0.290074531897964,0.27664484514837634,0.4332806229536596]",1.0917775265016896,2.9795656250944984,0.9931885416981662
B5-diversity-s3-eta1-t5-rho0p25,B5-diversity,3,1.0,5,0.25,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.24883007558630768,"[0.290074531897964,0.27664484514837634,0.4332806229536596]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.25432515987555626,0.233299814215313,0.5123750259091309]","[0.2740772032400005,0.2583081939948181,0.46761460276518146]",1.0768784193737977,2.9355018283817174,0.9785006094605725
B5-diversity-s3-eta1-t5-rho0p25,B5-diversity,3,1.0,5,0.25,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.25006308831065727,"[0.2740772032400005,0.2583081939948181,0.46761460276518146]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2376584797262969,0.21544214694870267,0.5468993733250004]","[0.261577193128056,0.24491494354486032,0.4935078633270836]",1.0598359510288369,2.8858975219137517,0.9619658406379172
B5-diversity-s3-eta1-t5-rho0p25,B5-diversity,3,1.0,5,0.25,4,"[0,1,1,2]","[[0,1,1,2],[1,0,1,2]]",2,0.24904653234134205,"[0.261577193128056,0.24491494354486032,0.4935078633270836]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]","[0.12322936529555982,0.10893773945762117,0.11244053113683199]",,,1.0438623576319324,2.8401655923304636,0.9467218641101546
B5-diversity-s3-eta1-t5-rho0p5,B5-diversity,3,1.0,5,0.5,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.24514054470174573,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.30205696680203536,0.29053666135818085,0.40740637183978373]","[0.31769515006768434,0.3119349973457571,0.3703698525865585]",1.0986122886681096,2.9999999999999996,0.9999999999999999
B5-diversity-s3-eta1-t5-rho0p5,B5-diversity,3,1.0,5,0.5,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.24651959968497356,"[0.31769515006768434,0.3119349973457571,0.3703698525865585]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2843474328139734,0.26854366653821243,0.44710890064781417]","[0.30884038307365336,0.3009384999357729,0.3902211169905737]",1.0955522418861865,2.9908338911676804,0.9969446303892268
B5-diversity-s3-eta1-t5-rho0p5,B5-diversity,3,1.0,5,0.5,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.247244448875296,"[0.30884038307365336,0.3009384999357729,0.3902211169905737]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2746172860744021,0.25738523208930486,0.46799748183629303]","[0.3039753097038677,0.29535928271131906,0.40066540758481317]",1.0914622058336387,2.9786262545803446,0.9928754181934482
B5-diversity-s3-eta1-t5-rho0p5,B5-diversity,3,1.0,5,0.5,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.24761956581647687,"[0.3039753097038677,0.29535928271131906,0.40066540758481317]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]","[0.2693678598199211,0.2517504035645869,0.4788817366154921]","[0.3013505965766272,0.29254186844896013,0.4061075349744127]",1.0886456931662452,2.9702487192581355,0.9900829064193785
B5-diversity-s3-eta1-t5-rho0p5,B5-diversity,3,1.0,5,0.5,4,"[1,0,2,2]","[[1,0,2,2]]",1,0.24781230972886523,"[0.3013505965766272,0.29254186844896013,0.4061075349744127]","[0.03888586216289861,0.0,0.33808137470709426]","[0.03888586216289861,0.0,0.33808137470709426]",,,1.087000035290584,2.9653647258539526,0.9884549086179842
B5-diversity-s5-eta0p25-t3-rho0p1,B5-diversity,5,0.25,3,0.1,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.1958477142289296,0.19414649928389432,0.20950534663510617,0.19926042626881835,0.2012400135832516]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t3-rho0p1,B5-diversity,5,0.25,3,0.1,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.25356760426252645,"[0.1958477142289296,0.19414649928389432,0.20950534663510617,0.19926042626881835,0.2012400135832516]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19117697026788597,0.18768287725797084,0.22039255430489593,0.19828315468383348,0.20246444348541373]","[0.1920592732410974,0.18891458953217377,0.21835329887440635,0.19845483921545015,0.20221799913687238]",1.6090804119441835,4.998212817028844,0.9996425634057688
B5-diversity-s5-eta0p25-t3-rho0p1,B5-diversity,5,0.25,3,0.1,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2538737655560717,"[0.1920592732410974,0.18891458953217377,0.21835329887440635,0.19845483921545015,0.20221799913687238]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]",,,1.608129383099411,4.993461632082607,0.9986923264165213
B5-diversity-s5-eta0p25-t3-rho0p25,B5-diversity,5,0.25,3,0.25,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.19653976185744132,0.1951220827365786,0.2079211221959218,0.19938368855734862,0.20103334465270967]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t3-rho0p25,B5-diversity,5,0.25,3,0.25,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2535109102702797,"[0.19653976185744132,0.1951220827365786,0.2079211221959218,0.19938368855734862,0.20103334465270967]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19187806620745396,0.1886511042133065,0.2187551357972859,0.1984322381231424,0.20228345565881123]","[0.19390854965559046,0.19148832815997985,0.2140663518479644,0.1988241785923568,0.20171259174410844]",1.609189385251471,4.998757518488463,0.9997515036976926
B5-diversity-s5-eta0p25-t3-rho0p25,B5-diversity,5,0.25,3,0.25,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2537235505975009,"[0.19390854965559046,0.19148832815997985,0.2140663518479644,0.1988241785923568,0.20171259174410844]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]",,,1.608666219602945,4.996143024235903,0.9992286048471806
B5-diversity-s5-eta0p25-t3-rho0p5,B5-diversity,5,0.25,3,0.5,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.19769317457162755,0.19674805515771907,0.20528074813061453,0.1995891257048991,0.2006888964351398]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t3-rho0p5,B5-diversity,5,0.25,3,0.5,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.25341642028320194,"[0.19769317457162755,0.19674805515771907,0.20528074813061453,0.1995891257048991,0.2006888964351398]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19304697455016204,0.19026538908054455,0.2160251354563491,0.19868079879242145,0.20198170212052277]","[0.196523487275081,0.19513269454027227,0.20801256772817456,0.19934039939621073,0.20099085106026138]",1.6093272574890658,4.99944675588499,0.999889351176998
B5-diversity-s5-eta0p25-t3-rho0p5,B5-diversity,5,0.25,3,0.5,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2535109480789111,"[0.196523487275081,0.19513269454027227,0.20801256772817456,0.19934039939621073,0.20099085106026138]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]",,,1.609185866492811,4.998739929098102,0.9997479858196204
B5-diversity-s5-eta0p25-t5-rho0p1,B5-diversity,5,0.25,5,0.1,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.1958477142289296,0.19414649928389432,0.20950534663510617,0.19926042626881835,0.2012400135832516]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t5-rho0p1,B5-diversity,5,0.25,5,0.1,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.25356760426252645,"[0.1958477142289296,0.19414649928389432,0.20950534663510617,0.19926042626881835,0.2012400135832516]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19117697026788597,0.18768287725797084,0.22039255430489593,0.19828315468383348,0.20246444348541373]","[0.1920592732410974,0.18891458953217377,0.21835329887440635,0.19845483921545015,0.20221799913687238]",1.6090804119441835,4.998212817028844,0.9996425634057688
B5-diversity-s5-eta0p25-t5-rho0p1,B5-diversity,5,0.25,5,0.1,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2538737655560717,"[0.1920592732410974,0.18891458953217377,0.21835329887440635,0.19845483921545015,0.20221799913687238]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.18734132769248726,0.18249116041886052,0.2295317724109467,0.19733662820899622,0.20329911126870934]","[0.18860719492323852,0.18424204437697445,0.22657859516985202,0.19760296538809663,0.2029692001418384]",1.608129383099411,4.993461632082607,0.9986923264165213
B5-diversity-s5-eta0p25-t5-rho0p1,B5-diversity,5,0.25,5,0.1,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.25414915296980034,"[0.18860719492323852,0.18424204437697445,0.22657859516985202,0.19760296538809663,0.2029692001418384]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.1838502118918077,0.17785768852765554,0.23801783387118283,0.19635729185325698,0.2039169738560969]","[0.18546519070262696,0.18007191967489,0.23421605048406458,0.19672156266793128,0.20352527647048718]",1.606740324416074,4.986530236015101,0.9973060472030202
B5-diversity-s5-eta0p25-t5-rho0p1,B5-diversity,5,0.25,5,0.1,4,"[1,0,2,2]","[[1,0,2,2]]",1,0.25439673769252824,"[0.18546519070262696,0.18007191967489,0.23421605048406458,0.19672156266793128,0.20352527647048718]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]",,,1.6050381320911322,4.978049422554791,0.9956098845109581
B5-diversity-s5-eta0p25-t5-rho0p25,B5-diversity,5,0.25,5,0.25,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.19653976185744132,0.1951220827365786,0.2079211221959218,0.19938368855734862,0.20103334465270967]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t5-rho0p25,B5-diversity,5,0.25,5,0.25,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.2535109102702797,"[0.19653976185744132,0.1951220827365786,0.2079211221959218,0.19938368855734862,0.20103334465270967]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19187806620745396,0.1886511042133065,0.2187551357972859,0.1984322381231424,0.20228345565881123]","[0.19390854965559046,0.19148832815997985,0.2140663518479644,0.1988241785923568,0.20171259174410844]",1.609189385251471,4.998757518488463,0.9997515036976926
B5-diversity-s5-eta0p25-t5-rho0p25,B5-diversity,5,0.25,5,0.25,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2537235505975009,"[0.19390854965559046,0.19148832815997985,0.2140663518479644,0.1988241785923568,0.20171259174410844]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.18921276147756644,0.18504348310761773,0.22510576312243907,0.19777452962770467,0.20286346266467212]","[0.1919095711081748,0.1887826123307133,0.21882932234182928,0.1983308972207785,0.2021475969985041]",1.608666219602945,4.996143024235903,0.9992286048471806
B5-diversity-s5-eta0p25-t5-rho0p25,B5-diversity,5,0.25,5,0.25,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.2538830181541687,"[0.1919095711081748,0.1887826123307133,0.21882932234182928,0.1983308972207785,0.2021475969985041]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.18718915259647967,0.18235767901745334,0.23002460779854836,0.19720690502334545,0.20322165556417318]","[0.19039186444735973,0.18676825926309,0.22251845584891128,0.19790517876750907,0.20241624167312988]",1.6080731403254107,4.9931807938461885,0.9986361587692377
B5-diversity-s5-eta0p25-t5-rho0p25,B5-diversity,5,0.25,5,0.25,4,"[1,0,2,2]","[[1,0,2,2]]",1,0.25400261186854123,"[0.19039186444735973,0.18676825926309,0.22251845584891128,0.19790517876750907,0.20241624167312988]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]",,,1.6075074713812263,4.99035710525018,0.9980714210500359
B5-diversity-s5-eta0p25-t5-rho0p5,B5-diversity,5,0.25,5,0.5,0,"[1,0,2,2]","[[1,0,2,2]]",1,0.25322744030904637,"[0.2,0.2,0.2,0.2,0.2]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19538634914325512,0.19349611031543812,0.21056149626122905,0.19917825140979817,0.20137779287027957]","[0.19769317457162755,0.19674805515771907,0.20528074813061453,0.1995891257048991,0.2006888964351398]",1.6094379124341005,5.000000000000001,1.0000000000000002
B5-diversity-s5-eta0p25-t5-rho0p5,B5-diversity,5,0.25,5,0.5,1,"[1,0,2,2]","[[1,0,2,2]]",1,0.25341642028320194,"[0.19769317457162755,0.19674805515771907,0.20528074813061453,0.1995891257048991,0.2006888964351398]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19304697455016204,0.19026538908054455,0.2160251354563491,0.19868079879242145,0.20198170212052277]","[0.196523487275081,0.19513269454027227,0.20801256772817456,0.19934039939621073,0.20099085106026138]",1.6093272574890658,4.99944675588499,0.999889351176998
B5-diversity-s5-eta0p25-t5-rho0p5,B5-diversity,5,0.25,5,0.5,2,"[1,0,2,2]","[[1,0,2,2]]",1,0.2535109480789111,"[0.196523487275081,0.19513269454027227,0.20801256772817456,0.19934039939621073,0.20099085106026138]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.19186126796520808,0.18866046959171723,0.21885030858609117,0.19838821491559702,0.20223973894138647]","[0.19593063398260405,0.19433023479585862,0.2094251542930456,0.19919410745779853,0.20111986947069324]",1.609185866492811,4.998739929098102,0.9997479858196204
B5-diversity-s5-eta0p25-t5-rho0p5,B5-diversity,5,0.25,5,0.5,3,"[1,0,2,2]","[[1,0,2,2]]",1,0.2535582428043261,"[0.19593063398260405,0.19433023479585862,0.2094251542930456,0.19919410745779853,0.20111986947069324]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.03888586216289861,0.0,0.33808137470709426,0.11577099592593551,0.1597011994567267]","[0.1912603352894579,0.18786287552720518,0.2203109854785195,0.19821967210029057,0.20234613160452677]","[0.19563016764472896,0.1939314377636026,0.21015549273925976,0.1991098360501453,0.2011730658022634]",1.609091663009036,4.998269052561749,0.9996538105123498
