run_id,run_family,S,eta,T,rho,iteration,assignment,all_tied_optima,tie_count,objective_value,weights,regrets,clipped_regrets,pre_mixing_weights,next_weights,weight_entropy,effective_environments,effective_fraction
B5-diversity-s12-eta0p25-t5-rho0p1,B5-diversity,12,0.25,5,0.1,3,"[0,2,1,2]","[[0,2,1,2]]",1,0.2514397545441872,"[0.08005415885728773,0.08219649303501714,0.09622550528995658,0.08152274375445663,0.08617048102065943,0.08118512828080962,0.0840582888941628,0.07819523465097365,0.08670285794252203,0.08122727651158616,0.0813779292010357,0.08108390256153253]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07868510533101139,0.08167449530812954,0.10192566935095465,0.08073129067785857,0.08729402279963012,0.08025970461884106,0.08429533490177697,0.07611441962765286,0.08805404413662798,0.08031853933994493,0.08052892533498733,0.08011844857258468]","[0.07914992813124358,0.08184037911064991,0.10006643574919252,0.08099149494340604,0.08689795385300045,0.08056706749029029,0.08419913474493261,0.07683631099822091,0.08758197305629851,0.08062001873928377,0.08080936613482192,0.08043993704865955]",2.4834757869229653,11.982841923973899,0.9985701603311582
B5-diversity-s12-eta0p25-t5-rho0p1,B5-diversity,12,0.25,5,0.1,4,"[0,2,1,2]","[[0,2,1,2]]",1,0.251526412623884,"[0.07914992813124358,0.08184037911064991,0.10006643574919252,0.08099149494340604,0.08689795385300045,0.08056706749029029,0.08419913474493261,0.07683631099822091,0.08758197305629851,0.08062001873928377,0.08080936613482192,0.08043993704865955]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.482548733531801,11.971738337336545,0.9976448614447121
B5-diversity-s12-eta0p25-t5-rho0p25,B5-diversity,12,0.25,5,0.25,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.08233632462377619,0.08300904687687022,0.08711310122623804,0.08279894125665169,0.08422228908841843,0.08269315772990447,0.08358288139457705,0.08174132224682483,0.08438156950038307,0.08270638220613175,0.08275360828790448,0.08266137556231967]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p25-t5-rho0p25,B5-diversity,12,0.25,5,0.25,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2512283617890801,"[0.08233632462377619,0.08300904687687022,0.08711310122623804,0.08279894125665169,0.08422228908841843,0.08269315772990447,0.08358288139457705,0.08174132224682483,0.08438156950038307,0.08270638220613175,0.08275360828790448,0.08266137556231967]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08099470089301684,0.08254962325929663,0.09234924390124429,0.0820624329475803,0.08539049452321579,0.08181767788293909,0.08388741876362288,0.07963148393024841,0.08576695473099474,0.08184825624058387,0.08195750063291479,0.08174421229434232]","[0.08157935900309596,0.0827455507778058,0.09009526625926655,0.08238015804401855,0.08487620422574517,0.08219659174553764,0.08374889740605049,0.08055694628101964,0.0851585493815794,0.08221952551377124,0.08230145880801942,0.08214149255409008]",2.484777324987588,11.998448202740153,0.9998706835616794
B5-diversity-s12-eta0p25-t5-rho0p25,B5-diversity,12,0.25,5,0.25,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.25129797422973293,"[0.08157935900309596,0.0827455507778058,0.09009526625926655,0.08238015804401855,0.08487620422574517,0.08219659174553764,0.08374889740605049,0.08055694628101964,0.0851585493815794,0.08221952551377124,0.08230145880801942,0.08214149255409008]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08022839217560057,0.08226535770816419,0.09548485947832953,0.0816253200036928,0.08603023473248193,0.08130440093093641,0.08403133469693291,0.07845647942361475,0.0865333101587858,0.08134447198142926,0.08148768325077732,0.08120815545925447]","[0.08100462746503376,0.08253235161445648,0.09244697794208048,0.08205232333610293,0.08535600938269478,0.08181163403153564,0.08385683435603301,0.0796756929010444,0.08573331595242269,0.08184168731940528,0.08194909577141632,0.08173944992777418]",2.48450121055803,11.995135715392891,0.9995946429494076
B5-diversity-s12-eta0p25-t5-rho0p25,B5-diversity,12,0.25,5,0.25,3,"[0,2,1,2]","[[0,2,1,2]]",1,0.25135191513636657,"[0.08100462746503376,0.08253235161445648,0.09244697794208048,0.08205232333610293,0.08535600938269478,0.08181163403153564,0.08385683435603301,0.0796756929010444,0.08573331595242269,0.08184168731940528,0.08194909577141632,0.08173944992777418]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07964646548132473,0.08203618154161141,0.09795669804848284,0.08128343290366644,0.08649841302979108,0.0809066444517091,0.08412198372648873,0.07758192453634948,0.0870990788631296,0.08095366797877096,0.08112178191285405,0.08079372752582162]","[0.08056818244432688,0.08236046948954188,0.09430085686969546,0.08179590801108316,0.08570714310567663,0.08151331667211516,0.08392482112819988,0.07901977673559543,0.08615764248068053,0.08154858431741155,0.08167466976797387,0.08142862897769955]",2.4841829237986666,11.991318430045833,0.9992765358371528
B5-diversity-s12-eta0p25-t5-rho0p25,B5-diversity,12,0.25,5,0.25,4,"[0,2,1,2]","[[0,2,1,2]]",1,0.2513937420999287,"[0.08056818244432688,0.08236046948954188,0.09430085686969546,0.08179590801108316,0.08570714310567663,0.08151331667211516,0.08392482112819988,0.07901977673559543,0.08615764248068053,0.08154858431741155,0.08167466976797387,0.08142862897769955]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4838739384043227,11.987613860150491,0.9989678216792076
B5-diversity-s12-eta0p25-t5-rho0p5,B5-diversity,12,0.25,5,0.5,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08200398838725714,0.08290095139138251,0.08837302385720627,0.08262081056442448,0.08451860767344681,0.08247976586209486,0.08366606408165829,0.08121065188465533,0.08473098155606633,0.08249739849706456,0.08256036660609486,0.08243738963864845]","[0.08266866086029523,0.08311714236235793,0.08585317859526981,0.0829770719488789,0.08392597050339007,0.0829065495977141,0.08349969870749581,0.08227199260899433,0.08403215744469983,0.08291536591519894,0.0829468499697141,0.08288536148599089]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p25-t5-rho0p5,B5-diversity,12,0.25,5,0.5,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.25119839769000396,"[0.08266866086029523,0.08311714236235793,0.08585317859526981,0.0829770719488789,0.08392597050339007,0.0829065495977141,0.08349969870749581,0.08227199260899433,0.08403215744469983,0.08291536591519894,0.0829468499697141,0.08288536148599089]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08133105203246456,0.08266670547642653,0.0910241446107654,0.08224851565319137,0.08509993297651794,0.08203832269175179,0.08381365098196923,0.08015775116716081,0.08542171042764912,0.08206458680930381,0.08215840935136277,0.08197521782143669]","[0.08233219268289894,0.08300001940487993,0.08717873897204936,0.08279092449326235,0.08421663315492564,0.08268582801254257,0.08357349215765128,0.08174554225024708,0.08437752188049122,0.08269896007131858,0.08274587134234805,0.082654275577385]",2.484849002938009,11.999308257738678,0.9999423548115565
B5-diversity-s12-eta0p25-t5-rho0p5,B5-diversity,12,0.25,5,0.5,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.2512293401402166,"[0.08233219268289894,0.08300001940487993,0.08717873897204936,0.08279092449326235,0.08421663315492564,0.08268582801254257,0.08357349215765128,0.08174554225024708,0.08437752188049122,0.08269896007131858,0.08274587134234805,0.082654275577385]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08099029987069889,0.08254030290362678,0.09241844308368508,0.08205414666646585,0.08538440547823266,0.08181008595173271,0.08387764691442326,0.07963526422981985,0.08576248442558779,0.08184057117381645,0.08194949772516123,0.0817368515767495]","[0.0821618166020161,0.08293681811848005,0.0878758882085092,0.0826937399998996,0.084358869405783,0.08257170964253302,0.0836054901238783,0.08148429878157659,0.08454790887946056,0.08258695225357489,0.08264141552924728,0.08253509245504141]",2.4847742449420975,11.998411247030784,0.999867603919232
B5-diversity-s12-eta0p25-t5-rho0p5,B5-diversity,12,0.25,5,0.5,3,"[0,2,1,2]","[[0,2,1,2]]",1,0.25124533059437526,"[0.0821618166020161,0.08293681811848005,0.0878758882085092,0.0826937399998996,0.084358869405783,0.08257170964253302,0.0836054901238783,0.08148429878157659,0.08454790887946056,0.08258695225357489,0.08264141552924728,0.08253509245504141]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08081767206880106,0.08247232011991838,0.0931516970429451,0.08195272781930033,0.08552329262859713,0.08169209322545637,0.08390454066455931,0.07937582593018187,0.08593032142070672,0.08172464092978574,0.08184095496029341,0.08161391318945452]","[0.0820755027010672,0.08290282672662586,0.08824251518813922,0.08264303057631683,0.08442831298096523,0.08251271327939486,0.08361893699894632,0.0813545796317576,0.08463182737702002,0.08252898713155954,0.08258714414681337,0.08247362326139393]",2.4847235885040866,11.997803465649369,0.9998169554707808
B5-diversity-s12-eta0p25-t5-rho0p5,B5-diversity,12,0.25,5,0.5,4,"[0,2,1,2]","[[0,2,1,2]]",1,0.25125360245049094,"[0.0820755027010672,0.08290282672662586,0.08824251518813922,0.08264303057631683,0.08442831298096523,0.08251271327939486,0.08361893699894632,0.0813545796317576,0.08463182737702002,0.08252898713155954,0.08258714414681337,0.08247362326139393]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.484694140387819,11.9974501581401,0.9997875131783417
B5-diversity-s12-eta0p5-t3-rho0p1,B5-diversity,12,0.5,3,0.1,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08065842774268503,0.08243256818980364,0.0936740359434044,0.08187639338862164,0.08568098869794587,0.08159708423462966,0.0839611694408776,0.07910533871794574,0.08611211898318305,0.0816319758320323,0.08175663849879934,0.08151326033007184]","[0.08092591830174986,0.08252264470415661,0.0926399656823973,0.08202208738309281,0.08544622316148462,0.08177070914450003,0.08389838583012317,0.0795281381794845,0.08583424041819808,0.0818021115821624,0.08191430798225274,0.08169526763039799]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p5-t3-rho0p1,B5-diversity,12,0.5,3,0.1,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.25135770724084416,"[0.08092591830174986,0.08252264470415661,0.0926399656823973,0.08202208738309281,0.08544622316148462,0.08177070914450003,0.08389838583012317,0.0795281381794845,0.08583424041819808,0.0818021115821624,0.08191430798225274,0.08169526763039799]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07819297600418722,0.08148962562688425,0.10395561975516861,0.0804488565415039,0.08770163594837013,0.07992870164953382,0.08438445278404699,0.07536278930146986,0.08854319695010535,0.07999358800881301,0.08022563209811544,0.07977292533180134]","[0.07870701173710183,0.08167399639752916,0.10189339111298508,0.08073730422068684,0.08726480568686645,0.08026916481791377,0.08427934083897563,0.07615984370465621,0.08802221058842814,0.08032756254126504,0.08053640222163723,0.08012896613195454]",2.4841447453177374,11.990860628462976,0.9992383857052479
B5-diversity-s12-eta0p5-t3-rho0p1,B5-diversity,12,0.5,3,0.1,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.2515681732152969,"[0.07870701173710183,0.08167399639752916,0.10189339111298508,0.08073730422068684,0.08726480568686645,0.08026916481791377,0.08427934083897563,0.07615984370465621,0.08802221058842814,0.08032756254126504,0.08053640222163723,0.08012896613195454]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.482023807268913,11.96545570657406,0.9971213088811717
B5-diversity-s12-eta0p5-t3-rho0p25,B5-diversity,12,0.5,3,0.25,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08065842774268503,0.08243256818980364,0.0936740359434044,0.08187639338862164,0.08568098869794587,0.08159708423462966,0.0839611694408776,0.07910533871794574,0.08611211898318305,0.0816319758320323,0.08175663849879934,0.08151326033007184]","[0.08132715414034711,0.08265775947568606,0.09108886029088663,0.08224062837479956,0.08509407485679273,0.08203114650930558,0.08380421041399153,0.08016233737179264,0.08541742257072062,0.08205731520735755,0.08215081220743284,0.0819682785808872]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p5-t3-rho0p25,B5-diversity,12,0.5,3,0.25,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.2513211676160121,"[0.08132715414034711,0.08265775947568606,0.09108886029088663,0.08224062837479956,0.08509407485679273,0.08203114650930558,0.08380421041399153,0.08016233737179264,0.08541742257072062,0.08205731520735755,0.08215081220743284,0.0819682785808872]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.0786032929202076,0.08164655641500713,0.10224449002767351,0.0806864367412979,0.0873653463608626,0.08020636500281274,0.0843140071479552,0.07598564932774557,0.08813860074632794,0.08026625943383886,0.0804804323908678,0.08006256348540305]","[0.07978580302348903,0.08206825064458868,0.09751670085408846,0.08134816088930676,0.08635734310398029,0.08098810708544288,0.08406883869429972,0.07782257032914251,0.08693728389307928,0.08103302790871247,0.08119365762648419,0.08088025594738563]",2.4843757005711646,11.99363030054108,0.9994691917117566
B5-diversity-s12-eta0p5-t3-rho0p25,B5-diversity,12,0.5,3,0.25,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.25146736663581387,"[0.07978580302348903,0.08206825064458868,0.09751670085408846,0.08134816088930676,0.08635734310398029,0.08098810708544288,0.08406883869429972,0.07782257032914251,0.08693728389307928,0.08103302790871247,0.08119365762648419,0.08088025594738563]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.4832025548211147,11.979568274142347,0.9982973561785289
B5-diversity-s12-eta0p5-t3-rho0p5,B5-diversity,12,0.5,3,0.5,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08065842774268503,0.08243256818980364,0.0936740359434044,0.08187639338862164,0.08568098869794587,0.08159708423462966,0.0839611694408776,0.07910533871794574,0.08611211898318305,0.0816319758320323,0.08175663849879934,0.08151326033007184]","[0.08199588053800919,0.08288295076156849,0.08850368463836886,0.08260486336097748,0.0845071610156396,0.0824652087839815,0.08364725138710546,0.08121933602563954,0.08472272615825818,0.08248265458268281,0.08254498591606634,0.08242329683170257]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p5-t3-rho0p5,B5-diversity,12,0.5,3,0.5,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.25126026824129194,"[0.08199588053800919,0.08288295076156849,0.08850368463836886,0.08260486336097748,0.0845071610156396,0.0824652087839815,0.08364725138710546,0.08121933602563954,0.08472272615825818,0.08248265458268281,0.08254498591606634,0.08242329683170257]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07928767990357695,0.08190830869595839,0.09939041585565997,0.08108270798895281,0.0868044330586156,0.08066949283723363,0.08419650754095877,0.07702454701341403,0.08746375560937492,0.08072106099511596,0.0809054258457069,0.0805456646554321]","[0.08131050661845514,0.08262082101464585,0.09136187459449666,0.08220802066114308,0.08506888319597447,0.08200141308528347,0.08376492043714605,0.08017894017337368,0.08539854447135412,0.08202719716422464,0.08211937958952012,0.08193949899438271]",2.4846692656421676,11.997151728330651,0.9997626440275543
B5-diversity-s12-eta0p5-t3-rho0p5,B5-diversity,12,0.5,3,0.5,2,"[0,2,1,2]","[[0,2,1,2]]",1,0.2513252767874568,"[0.08131050661845514,0.08262082101464585,0.09136187459449666,0.08220802066114308,0.08506888319597447,0.08200141308528347,0.08376492043714605,0.08017894017337368,0.08539854447135412,0.08202719716422464,0.08211937958952012,0.08193949899438271]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]",,,2.484349806173501,11.993319736729598,0.9994433113941331
B5-diversity-s12-eta0p5-t5-rho0p1,B5-diversity,12,0.5,5,0.1,0,"[0,2,1,2]","[[0,2,1,2]]",1,0.2511384694918517,"[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.08065842774268503,0.08243256818980364,0.0936740359434044,0.08187639338862164,0.08568098869794587,0.08159708423462966,0.0839611694408776,0.07910533871794574,0.08611211898318305,0.0816319758320323,0.08175663849879934,0.08151326033007184]","[0.08092591830174986,0.08252264470415661,0.0926399656823973,0.08202208738309281,0.08544622316148462,0.08177070914450003,0.08389838583012317,0.0795281381794845,0.08583424041819808,0.0818021115821624,0.08191430798225274,0.08169526763039799]",2.4849066497880004,12.0,1.0
B5-diversity-s12-eta0p5-t5-rho0p1,B5-diversity,12,0.5,5,0.1,1,"[0,2,1,2]","[[0,2,1,2]]",1,0.25135770724084416,"[0.08092591830174986,0.08252264470415661,0.0926399656823973,0.08202208738309281,0.08544622316148462,0.08177070914450003,0.08389838583012317,0.0795281381794845,0.08583424041819808,0.0818021115821624,0.08191430798225274,0.08169526763039799]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.03888586216289861,0.08240047615777317,0.33808137470709426,0.0688606930557901,0.1597011994567267,0.062026326286398197,0.11914811526718445,0.0,0.16973958099955622,0.06288136025938897,0.0659332911780292,0.059970689357645386]","[0.07819297600418722,0.08148962562688425,0.10395561975516861,0.0804488565415039,0.08770163594837013,0.07992870164953382,0.08438445278404699,0.07536278930146986,0.08854319695010535,0.07999358800881301,0.08022563209811544,0.07977292533180134]","[0.07870701173710183,0.08167399639752916,0.10189339111298508,0.08073730422068684,0.08726480568686645,0.08026916481791377,0.08427934083897563,0.07615984370465621,0.08802221058842814,0.08032756254126504,0.08053640222163723,0.08012896613195454]",2.4841447453177374,11.990860628462976,0.9992383857052479
