scenario_id,category,route_id,assignment,normalized_cost,regret,feasible,overflow,maximum_utilization,weighted_latency,exact_feasible_optimum,exact_optimum_assignments,scenario_winner,fractional_win
latency-um1-50,latency,exact_adaptive,"[0, 1, 1, 2]",0.2458624338624339,0.10758567246426727,True,0.0,0.6666666666666666,32.0,0.192973544973545,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-um1-50,latency,qaoa_adaptive,"[0, 1, 1, 2]",0.2458624338624339,0.10758567246426727,True,0.0,0.6666666666666666,32.0,0.192973544973545,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-um1-50,latency,exact_pure_minimax,"[0, 1, 1, 2]",0.2458624338624339,0.10758567246426727,True,0.0,0.6666666666666666,32.0,0.192973544973545,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-lm2-25,latency,nominal_only,"[0, 1, 1, 0]",0.26344401544401547,0.020862508528134056,True,0.0,0.6666666666666666,28.8,0.2544710424710424,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",True,1.0
latency-lm2-25,latency,static_uniform_multiscenario,"[1, 0, 2, 2]",0.2648648648648648,0.024166038277855618,True,0.0,0.4,33.8,0.2544710424710424,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-25,latency,exact_adaptive,"[0, 1, 1, 2]",0.3193359073359075,0.15081331466120912,True,0.0,0.6666666666666666,32.2,0.2544710424710424,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-25,latency,qaoa_adaptive,"[0, 1, 1, 2]",0.3193359073359075,0.15081331466120912,True,0.0,0.6666666666666666,32.2,0.2544710424710424,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-25,latency,exact_pure_minimax,"[0, 1, 1, 2]",0.3193359073359075,0.15081331466120912,True,0.0,0.6666666666666666,32.2,0.2544710424710424,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-50,latency,nominal_only,"[0, 1, 1, 0]",0.29587644787644785,0.060860479868651736,True,0.0,0.6666666666666666,30.0,0.2706872586872587,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-50,latency,static_uniform_multiscenario,"[1, 0, 2, 2]",0.2810810810810811,0.02511287734616968,True,0.0,0.4,34.4,0.2706872586872587,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",True,1.0
latency-lm2-50,latency,exact_adaptive,"[0, 1, 1, 2]",0.35176833976833977,0.1959028321952311,True,0.0,0.6666666666666666,33.4,0.2706872586872587,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-50,latency,qaoa_adaptive,"[0, 1, 1, 2]",0.35176833976833977,0.1959028321952311,True,0.0,0.6666666666666666,33.4,0.2706872586872587,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-lm2-50,latency,exact_pure_minimax,"[0, 1, 1, 2]",0.35176833976833977,0.1959028321952311,True,0.0,0.6666666666666666,33.4,0.2706872586872587,"[[0, 0, 1, 2], [1, 0, 0, 2], [2, 0, 0, 1], [2, 1, 0, 0]]",False,0.0
latency-um2-50,latency,nominal_only,"[0, 1, 1, 0]",0.20644155844155843,0.0,True,0.0,0.6666666666666666,27.6,0.20644155844155843,"[[0, 1, 1, 0], [1, 0, 0, 1]]",True,1.0
latency-um2-50,latency,static_uniform_multiscenario,"[1, 0, 2, 2]",0.23636363636363647,0.0625814863103001,True,0.0,0.4,35.7,0.20644155844155843,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-um2-50,latency,exact_adaptive,"[0, 1, 1, 2]",0.2896334776334777,0.17399439857066984,True,0.0,0.6666666666666666,33.5,0.20644155844155843,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-um2-50,latency,qaoa_adaptive,"[0, 1, 1, 2]",0.2896334776334777,0.17399439857066984,True,0.0,0.6666666666666666,33.5,0.20644155844155843,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
latency-um2-50,latency,exact_pure_minimax,"[0, 1, 1, 2]",0.2896334776334777,0.17399439857066984,True,0.0,0.6666666666666666,33.5,0.20644155844155843,"[[0, 1, 1, 0], [1, 0, 0, 1]]",False,0.0
combined-all20-um1cap20,combined,nominal_only,"[0, 1, 1, 0]",0.22585440036136412,0.0,True,0.0,0.9999999999999998,33.12,0.22585440036136412,"[[0, 1, 1, 0], [1, 0, 0, 1]]",True,1.0
