route_id,assignment,scenario_count,mean_normalized_cost,median_normalized_cost,mean_regret,median_regret,worst_case_regret,survival_rate,violating_scenarios,mean_overflow,maximum_overflow,mean_maximum_utilization,worst_maximum_utilization,mean_weighted_latency,maximum_weighted_latency,scenario_wins_including_ties,fractional_scenario_wins,training_nominal_cost,training_nominal_feasible
nominal_only,"[0, 1, 1, 0]",24,0.23099217504674227,0.22649638944933675,0.024653609020651363,0.0,0.2346998631297662,0.8333333333333334,4,0.06666666666666672,0.40000000000000036,0.8294091710758377,1.1111111111111112,30.283333333333335,35.88,16,16.0,0.23101158301158303,True
static_uniform_multiscenario,"[1, 0, 2, 2]",24,0.24965568176117156,0.24864864864864877,0.07544481237202914,0.05861221246840592,0.3163114558213304,1.0,0,0.0,0.0,0.45804232804232803,0.6190476190476192,36.1375,43.160000000000004,6,6.0,0.24864864864864877,True
exact_adaptive,"[0, 1, 1, 2]",24,0.2789466409555786,0.28158120476226334,0.14699017224752253,0.11848369945844597,0.4783343109778619,0.9166666666666666,2,0.03333333333333336,0.40000000000000036,0.7585978835978836,1.1111111111111112,33.91166666666667,40.300000000000004,2,0.6666666666666666,0.28690347490347495,True
qaoa_adaptive,"[0, 1, 1, 2]",24,0.2789466409555786,0.28158120476226334,0.14699017224752253,0.11848369945844597,0.4783343109778619,0.9166666666666666,2,0.03333333333333336,0.40000000000000036,0.7585978835978836,1.1111111111111112,33.91166666666667,40.300000000000004,2,0.6666666666666666,0.28690347490347495,True
exact_pure_minimax,"[0, 1, 1, 2]",24,0.2789466409555786,0.28158120476226334,0.14699017224752253,0.11848369945844597,0.4783343109778619,0.9166666666666666,2,0.03333333333333336,0.40000000000000036,0.7585978835978836,1.1111111111111112,33.91166666666667,40.300000000000004,2,0.6666666666666666,0.28690347490347495,True
