routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",010100100100000100,"[""1000001001001010""]",3,0.000732421875,False,False,,,,1.0999345838803736,0.03197894640902668,{},{}
"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",000000100000010100,"[""1010000001000000""]",2,0.00048828125,False,False,,,,2.5790410917367668,0.08531663542778434,{},{}
"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",000010010101100100,"[""1001101010010000""]",2,0.00048828125,False,False,,,,2.180147408218646,0.07093223029534342,{},{}
"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",000011000000001011,"[""110100000000110000""]",2,0.00048828125,False,False,,,,5.20646546104378,0.18006352700458025,{},{}
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",000100001001011110,"[""11110100100001000""]",2,0.00048828125,False,False,,,,3.4353025884953503,0.11619406662713344,{},{}
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",000101010110011000,"[""110011010101000""]",2,0.00048828125,False,False,,,,5.43748272417453,0.1883941826222681,{},{}
"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",000101010111101010,"[""10101111010101000""]",2,0.00048828125,False,False,,,,7.889853039679671,0.276828493844936,{},{}
"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",001000011010100100,"[""1001010110000100""]",2,0.00048828125,False,False,,,,2.2594891430806103,0.07379335270796084,{},{}
"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",001001011101101010,"[""10101101110100100""]",2,0.00048828125,False,False,,,,4.026289066927056,0.13750548188590636,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",001010000000100100,"[""1001000000010100""]",2,0.00048828125,False,False,,,,1.8155368553781817,0.057784100544669544,{},{}
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]",001010100010110011,"[""110011010001010100""]",2,0.00048828125,False,False,,,,2.7240023015156067,0.09054404527683717,{},{}
"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",001011010010010000,"[""10010010110100""]",2,0.00048828125,False,False,,,,2.4188192104642567,0.07953891432932293,{},{}
"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",001100011010110101,"[""101011010110001100""]",2,0.00048828125,False,False,,,,4.005946480176404,0.13677191296427688,{},{}
