routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",010011000000011111,"[""111110000000110010""]",3,0.000732421875,False,False,,,,8.933160157921481,0.3144509303146975,{},{}
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",101110010011110111,"[""111011110010011101""]",3,0.000732421875,False,False,,,,9.857849968714739,0.3477959377938298,{},{}
"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",000000110010100010,"[""10001010011000000""]",2,0.00048828125,False,False,,,,3.0034969131882465,0.10062283040869267,{},{}
"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",000000111011010110,"[""11010110111000000""]",2,0.00048828125,False,False,,,,8.699701317592421,0.30603222959368076,{},{}
"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",000011110111100110,"[""11001111011110000""]",2,0.00048828125,False,False,,,,9.222412909226698,0.3248816012738139,{},{}
"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",000110100011110001,"[""100011110001011000""]",2,0.00048828125,False,False,,,,4.660125500083637,0.16036209862100534,{},{}
"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",001001011101000110,"[""11000101110100100""]",2,0.00048828125,False,False,,,,4.769342925184248,0.16430056081051217,{},{}
"[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",001010111100001000,"[""100001111010100""]",2,0.00048828125,False,False,,,,5.510487925247915,0.19102680487828627,{},{}
"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",001110001010010001,"[""100010010100011100""]",2,0.00048828125,False,False,,,,1.5554365204942355,0.048404687566614014,{},{}
"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",010001110110110010,"[""10011011011100010""]",2,0.00048828125,False,False,,,,4.018618190556196,0.13722886433592124,{},{}
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",011001011101010010,"[""10010101110100110""]",2,0.00048828125,False,False,,,,4.120904195941674,0.14091737433654877,{},{}
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",011011010000011001,"[""100110000010110110""]",2,0.00048828125,False,False,,,,5.064998012018862,0.17496210478630914,{},{}
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",011101100111001111,"[""111100111001101110""]",2,0.00048828125,False,False,,,,11.871423614570608,0.4204069123034855,{},{}
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",100010100011111010,"[""10111110001010001""]",2,0.00048828125,False,False,,,,5.953355494244552,0.20699694127222962,{},{}
"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",100110001011100010,"[""10001110100011001""]",2,0.00048828125,False,False,,,,2.7282444423726098,0.09069702005492297,{},{}
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",101001100101010001,"[""100010101001100101""]",2,0.00048828125,False,False,,,,2.7942592020651063,0.0930775617565678,{},{}
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",101010010100100110,"[""11001001010010101""]",2,0.00048828125,False,False,,,,2.756878189831986,0.09172957444456138,{},{}
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",101111011010011001,"[""100110010110111101""]",2,0.00048828125,False,False,,,,8.699092348563356,0.3060102697141712,{},{}
"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",101111110101100100,"[""1001101011111101""]",2,0.00048828125,False,False,,,,8.744123759958532,0.307634136152669,{},{}
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",110000000100101110,"[""11101001000000011""]",2,0.00048828125,False,False,,,,5.476850190736252,0.18981380296588254,{},{}
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",110011000001100001,"[""100001100000110011""]",2,0.00048828125,False,False,,,,3.5439311826706072,0.12011129513224068,{},{}
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",110011001011011011,"[""110110110100110011""]",2,0.00048828125,False,False,,,,6.740852156607254,0.2353946610154041,{},{}
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",110011011110000010,"[""10000011110110011""]",2,0.00048828125,False,False,,,,6.16170496809149,0.21451017942258782,{},{}
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",110100010001100011,"[""110001100010001011""]",2,0.00048828125,False,False,,,,2.723372973909144,0.09052135125177127,{},{}
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",110101101110000001,"[""100000011101101011""]",2,0.00048828125,False,False,,,,6.177594299586685,0.21508316062272798,{},{}
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]",111101100001101011,"[""110101100001101111""]",2,0.00048828125,False,False,,,,8.676829311809769,0.30520744792637655,{},{}
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",111111011011100010,"[""10001110110111111""]",2,0.00048828125,False,False,,,,11.939946761894248,0.4228779083427306,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",000000000000001111,"[""111100000000000000""]",1,0.000244140625,False,False,,,,7.836481812281957,0.27490388739207533,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",000000000000100011,"[""110001000000000000""]",1,0.000244140625,False,False,,,,4.626663633449525,0.15915543863604997,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]",000000000001110001,"[""100011100000000000""]",1,0.000244140625,False,False,,,,3.781543361774227,0.12867976836170789,{},{}
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",000000000010000001,"[""100000010000000000""]",1,0.000244140625,False,False,,,,3.4748250933067757,0.1176192777662077,{},{}
