routes,canonical_bitstring,provider_bitstrings,counts,probability,one_hot,joint_feasible,assignment,weighted_cost,worst_case_regret,base_energy,transformed_energy,scenario_costs,scenario_regrets
"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",000000100100011011,"[""110110001001000000""]",2,0.00048828125,False,False,,,,4.193152135914297,0.1435226891898317,{},{}
"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",000001100100010011,"[""110010001001100000""]",2,0.00048828125,False,False,,,,2.313210711811175,0.07573059273180693,{},{}
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",001000000001100100,"[""1001100000000100""]",2,0.00048828125,False,False,,,,1.85702193616156,0.05928008364391821,{},{}
"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",001001110001011110,"[""11110100011100100""]",2,0.00048828125,False,False,,,,4.021366056325559,0.13732795443463494,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",001010000001110000,"[""11100000010100""]",2,0.00048828125,False,False,,,,3.041742562989265,0.1020019971993002,{},{}
"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",001010001011001010,"[""10100110100010100""]",2,0.00048828125,False,False,,,,1.6545812162976152,0.05197991958981962,{},{}
"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]",001010010010001110,"[""11100010010010100""]",2,0.00048828125,False,False,,,,1.5961976923485448,0.04987456596743055,{},{}
"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",001100010010010001,"[""100010010010001100""]",2,0.00048828125,True,True,"[2, 0, 1, 1, 1, 2]",0.28999256586450217,0.3090129488431363,0.2899925658645028,0.0027718303219207516,"{""degradation"": 0.2487603873134578, ""nominal"": 0.31476402236463213, ""surge"": 0.3064532879154167}","{""degradation"": 0.1906226318482023, ""nominal"": 0.24845852957362677, ""surge"": 0.3090129488431363}"
"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",001100011000000101,"[""101000000110001100""]",2,0.00048828125,False,False,,,,4.368735551973933,0.149854358743644,{},{}
"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",001110001100001100,"[""1100001100011100""]",2,0.00048828125,False,False,,,,1.5335590042583012,0.047615767937569706,{},{}
