variability_source,metric,seed_count,mean,sample_std,median,q25,q75,minimum,maximum
optimizer_seed,p_one_hot,5,0.007763671875,0.00571362091352598,0.006103515625,0.00439453125,0.01171875,0.001220703125,0.015380859375
optimizer_seed,p_joint_feasible,5,0.001953125,0.0012084344405043537,0.001953125,0.00146484375,0.002685546875,0.000244140625,0.00341796875
optimizer_seed,p_near_optimal,5,0.000146484375,0.0001337213275159097,0.000244140625,0.0,0.000244140625,0.0,0.000244140625
optimizer_seed,p_feasible_given_onehot,5,0.2609444444444445,0.06113749430485799,0.22916666666666666,0.2222222222222222,0.32,0.2,0.3333333333333333
optimizer_seed,p_near_optimal_given_onehot,5,0.015341269841269841,0.016652384281008483,0.015873015873015872,0.0,0.020833333333333332,0.0,0.04
optimizer_seed,best_feasible_objective_gap,5,0.019733353649061525,0.02121804938097154,0.008357066806347346,0.0035156258400871887,0.03600513389894466,0.0021617293835068385,0.048627212316421586
optimizer_seed,best_feasible_worst_case_regret,5,0.25062171585792725,0.08147431751634594,0.19882863268182072,0.19555649401324163,0.31117773412238836,0.18405504241622317,0.3634906760559625
optimizer_seed,best_feasible_regret_gap,5,0.0711267413243438,0.08147431751634594,0.01933365814823723,0.016061519479658143,0.13168275958880488,0.0045600678826396845,0.18399570152237904
