instance_id,D,method,status,total_shots,observed_state_count,one_hot_probability,theoretical_uniform_one_hot_probability,joint_feasible_probability,exact_joint_optimum_probability,near_optimal_joint_probability_gap_0_01,exact_joint_objective,selected_assignment,selected_objective,selected_exact_gap,selected_relative_gap,exact_minimax_regret,best_sampled_worst_case_regret,best_sampled_regret_gap,optimizer_trace_length,optimizer_shots,runtime_seconds,seed,data_source
qera-d4-frozen,4,qaoa,SUCCESS,4096,2296,0.05224609375,0.019775390625,0.0234375,0.00048828125,0.00048828125,0.24514054470174573,"[1, 0, 2, 2]",0.24514054470174573,0.0,0.0,0.12322936529555982,0.12322936529555982,0.0,10,512,,1701,frozen-v1.1
qera-d4-frozen,4,uniform_random_bitstrings,SUCCESS,4096,2541,0.02197265625,0.019775390625,0.010498046875,0,0.0,0.24514054470174573,"[0, 2, 1, 2]",0.2580413478557134,0.012900803153967688,0.05262615031578584,0.12322936529555982,0.12322936529555982,0.0,,,,1701,frozen-v1.1
qera-d4-frozen,4,uniform_random_valid_routes,SUCCESS,4096,81,1.0,0.019775390625,0.47265625,0.013427734375,0.013427734375,0.24514054470174573,"[1, 0, 2, 2]",0.24514054470174573,0.0,0.0,0.12322936529555982,0.12322936529555982,0.0,,,,1701,frozen-v1.1
qera-d5-seed6105,5,qaoa,SUCCESS,4096,3856,0.005859375,0.007415771484375,0.001953125,0,0.000244140625,0.24204912977759752,"[1, 2, 0, 1, 2]",0.2430212422908706,0.0009721125132730879,0.004016178509570747,0.1727673141051882,0.1727673141051882,0.0,10,512,27.566394500026945,6105,stage6a
qera-d5-seed6105,5,uniform_random_bitstrings,SUCCESS,4096,3837,0.007568359375,0.007415771484375,0.001953125,0,0.0,0.24204912977759752,"[0, 1, 2, 1, 2]",0.2772785875691094,0.035229457791511876,0.14554672360888812,0.1727673141051882,0.2479707779214419,0.0752034638162537,,,,6105,stage6a
qera-d5-seed6105,5,uniform_random_valid_routes,SUCCESS,4096,243,1.0,0.007415771484375,0.297119140625,0.00390625,0.015625,0.24204912977759752,"[2, 2, 0, 1, 1]",0.24204912977759752,0.0,0.0,0.1727673141051882,0.1727673141051882,0.0,,,,6105,stage6a
qera-d6-seed6106,6,qaoa,SUCCESS,4096,4062,0.006103515625,0.002780914306640625,0.001953125,0,0.000244140625,0.2586347017614709,"[2, 1, 0, 1, 1, 2]",0.26699176856781826,0.008357066806347346,0.032312240969329616,0.17949497453358348,0.19882863268182072,0.01933365814823723,10,512,16.973741699999664,6106,stage6a
qera-d6-seed6106,6,uniform_random_bitstrings,SUCCESS,4096,4062,0.00244140625,0.002780914306640625,0.00048828125,0,0.0,0.2586347017614709,"[1, 1, 0, 1, 2, 2]",0.27467072507243706,0.016036023310966152,0.06200259749271996,0.17949497453358348,0.2640619421599745,0.08456696762639104,,,,6106,stage6a
qera-d6-seed6106,6,uniform_random_valid_routes,SUCCESS,4096,728,1.0,0.002780914306640625,0.26220703125,0.001220703125,0.016845703125,0.2586347017614709,"[2, 2, 0, 1, 1, 1]",0.2586347017614709,0.0,0.0,0.17949497453358348,0.17949497453358348,0.0,,,,6106,stage6a
